INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
30000136	3	0	0	136	宝石提升符	17	提升已镶嵌的#G5级和5级以上#l的宝石。#r#G帮会杀星和帮会御膳活动比拼结束后，上架大量宝石提升符到拍卖行。	98000	50040	999	-1	1	-1	0	0	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000137	3	0	0	137	稀有珍兽技能书	1	稀有珍兽技能书包含：#G极冰凝杀、劫火焚杀、腐毒蚀杀、玄雷击杀、破冰、御火、鸣玄、伤毒#l。#r#G帮会杀星和帮会御膳活动比拼结束后，上架中量稀有珍兽技能书到拍卖行。	1	50003	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
30000138	3	0	0	138	稀有珍兽技能书	1	稀有珍兽技能书包含：#G极冰凝杀、劫火焚杀、腐毒蚀杀、玄雷击杀、破冰、御火、鸣玄、伤毒#l。#r#G帮会杀星和帮会御膳活动比拼结束后，上架少量稀有珍兽技能书到拍卖行。	1	50003	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
30000139	3	0	0	139	女娲石	64	女娲补天时遗留下的奇石。可用于#G暗器冰魄神针#l的进阶。#r#G杀星首领等级在90级以上时上架到拍卖行。	75000	54506	999	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000140	3	0	0	140	珍兽内丹	25	远古洪荒，碧海苍灵所凝化，可于兽魂聚灵法阵上使用，提高主人属性。#r#G帮会杀星和帮会御膳活动比拼结束后，上架少量珍兽内丹到拍卖行。	1	53503	999	-1	1	-1	0	1	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000141	3	0	0	141	名望玉令	15	名望玉令，闯荡江湖的身份象征。#r#G晋升名望所必需物品。#r#G帮会杀星和帮会御膳活动比拼结束后，上架大量名望玉令到拍卖行。	1	50176	999	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000142	3	0	0	142	名望玉令	15	名望玉令，闯荡江湖的身份象征。#r#G晋升名望所必需物品。#r#G帮会杀星和帮会御膳活动比拼结束后，上架中量名望玉令到拍卖行。	1	50176	999	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000143	3	0	0	143	名望玉令	15	名望玉令，闯荡江湖的身份象征。#r#G晋升名望所必需物品。#r#G帮会杀星和帮会御膳活动比拼结束后，上架少量名望玉令到拍卖行。	1	50176	999	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000144	3	0	0	144	经验	1	大量#G经验#l，可用于角色升级。	1	50037	999	-1	1	-1	0	0	-1	-1	-1	2	1	0	0	-1	-1	8	-1	1	0
30000145	3	0	0	145	经验	1	大量#G经验#l，可用于角色升级。	1	50037	999	-1	1	-1	0	0	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
30000146	3	0	0	146	经验	1	大量#G经验#l，可用于角色升级。	1	50037	999	-1	1	-1	0	0	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000147	3	0	0	147	宝石提升符	17	提升已镶嵌的#G5级和5级以上#l的宝石。#r#G帮会杀星和帮会御膳活动比拼结束后，上架中量宝石提升符到拍卖行。	98000	50040	999	-1	1	-1	0	0	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000148	3	0	0	148	宝石提升符	17	提升已镶嵌的#G5级和5级以上#l的宝石。#r#G帮会杀星和帮会御膳活动比拼结束后，上架少量宝石提升符到拍卖行。	98000	50040	999	-1	1	-1	0	0	-1	-1	-1	4	1	0	0	-1	-1	8	-1	1	0
30000149	3	0	0	149	珍兽快跑宝箱	1	完成#G珍兽快跑#l活动的奖励，完成活动消耗的时间越少，获得的奖励越好。含有#Y珍兽技能书、捕兽绳、回春丹#l。	1	50214	999	-1	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#以下为邮件代币道具								1															-1	-1	8			
30000150	3	0	0	150	元宝	1	使用后可获得#Y%s元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
30000151	3	0	0	151	元宝	1	使用后可获得#Y%s元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
30000152	3	0	0	152	绑定元宝	1	使用后可获得#Y%s绑定元宝#l。	1	50031	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
30000153	3	0	0	153	绑定元宝	1	使用后可获得#Y%s绑定元宝#l。	1	50031	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
30000154	3	0	0	154	经验	1	使用后可获得#Y%s经验#l。	1	50037	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	0
30000155	3	0	0	155	经验	1	使用后可获得#Y%s经验#l。	1	50037	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
30000156	3	0	0	156	经验	1	使用后可获得#Y%s经验#l。	1	50037	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
30000157	3	0	0	157	银两	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	1	1	0	0	-1	-1	8	-1	1	1
30000158	3	0	0	158	银两	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
30000159	3	0	0	159	银两	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
30000160	3	0	0	160	银两	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
30000161	3	0	0	161	铜钱	1	使用后可获得#Y%s铜钱#l。	1	50029	1	701020	1	-1	0	1	-1	-1	6	1	1	0	0	-1	-1	8	-1	1	1
30000162	3	0	0	162	铜钱	1	使用后可获得#Y%s铜钱#l。	1	50029	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
30000163	3	0	0	163	铜钱	1	使用后可获得#Y%s铜钱#l。	1	50029	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
30000164	3	0	0	164	铜钱	1	使用后可获得#Y%s铜钱#l。	1	50029	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
30000165	3	0	0	165	帮贡	1	使用后可获得#Y%s帮贡#l。	1	54113	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
30000166	3	0	0	166	帮贡	1	使用后可获得#Y%s帮贡#l。	1	54113	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
30000167	3	0	0	167	帮贡	1	使用后可获得#Y%s帮贡#l。	1	54113	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
#拍卖行专用，用于统计，其他功能不要用这两个道具								1															-1	-1	8			
30000168	3	0	0	168	拍卖绑元分红	1	使用后可获得#Y%s绑定元宝#l。	1	50031	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
30000169	3	0	0	169	退还元宝	1	使用后可获得#Y%s元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#								1													0	0	-1	-1	8	-1	1	
30000170	3	0	0	170	帮贡令牌	1	使用之后可以获得#Y10帮贡#l。	10	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	1	8	-1	1	1
30000171	3	0	0	171	15绑定元宝	1	使用之后可以获得#Y15绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
30000172	3	0	0	172	25绑定元宝	1	使用之后可以获得#Y25绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
30000173	3	0	0	173	30绑定元宝	1	使用之后可以获得#Y30绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
#拍卖行专用，用于统计，其他功能不要用这两个道具								1															-1	-1	8			
30000174	3	0	0	174	拍卖银两分红	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
30000175	3	0	0	175	退还银两	1	使用后可获得#Y%s银两#l。	1	50030	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
#邮件发帮会通宝								1															-1	-1	8			
30000176	3	0	0	176	帮会通宝	1	使用后可获得#Y%s帮会通宝#l。	1	58051	1	701020	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
30000177	3	0	0	177	帮会通宝	1	使用后可获得#Y%s帮会通宝#l。	1	58051	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
30000178	3	0	0	178	帮会通宝	1	使用后可获得#Y%s帮会通宝#l。	1	58051	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
#邮件发帮会通宝																												
30000179	3	0	0	179	10帮会通宝	1	使用之后可以获得#Y10帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
#指引任务道具								1															-1	-1	8		1	
30000180	3	0	0	180	20帮会通宝	1	使用之后可以获得#Y20帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
#充值补偿专用道具								1															-1	-1	8		1	
30000181	3	0	0	181	充值元宝补偿	1	使用后可获得#Y%s的充值补偿元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
30000182	3	0	0	182	累充经验补偿	1	使用后可获得#Y%s的累积充值经验#l。	1	50170	1	701020	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
#拍卖行展示用																												
30000183	3	0	0	183	御膳拍卖商品	1	御膳活动可在拍卖行中产出：#G头衔令牌、稀有珍兽技能书、珍兽内丹以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000184	3	0	0	184	守卫战拍卖商品	1	守卫战活动可在拍卖行中产出：#G头衔令牌、新莽神符以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000185	3	0	0	185	领地拍卖商品	1	野外领地占有帮会可在拍卖行中产出：#G头衔令牌、龙魂元神精魄以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000186	3	0	0	186	领地拍卖商品	1	郡府领地占有帮会可在拍卖行中产出：#G头衔令牌、龙魂元神精魄以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000187	3	0	0	187	领地拍卖商品	1	州府领地占有帮会可在拍卖行中产出：#G头衔令牌、龙魂元神精魄、妖虎元神精魄以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000188	3	0	0	188	领地拍卖商品	1	王城领地占有帮会可在拍卖行中产出：#G头衔令牌、龙魂元神精魄、妖虎元神精魄、宝石提升符以及王城坐骑#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
30000189	3	0	0	189	领地商人拍卖商品	1	各级领地占有帮会每日均可由领地商人产出：#G头衔令牌、珍兽内丹以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#储备元宝																											1	
30000190	3	0	0	190	储备元宝	1	使用后可获得#Y%s储备元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
30000191	3	0	0	191	储备元宝	1	使用后可获得#Y1000储备元宝#l。	1	50032	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
#交易审核专用，用于统计，其他功能不要用这个道具								1															-1	-1	8		1	
30000192	3	0	0	192	退还元宝	1	使用后可获得#Y%s元宝#l。	1	50032	1	701020	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#御膳发奖																											1	
30000195	3	0	0	195	帮会通宝	1	使用之后可以获得#Y200帮会通宝#l。	1	58051	1	701005	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
30000196	3	0	0	196	帮贡令牌	1	使用后可以获得#Y200帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	1
#拍卖行展示用																											1	
30000197	3	0	0	197	演武堂拍卖商品	1	演武堂排名第一帮会可在拍卖行中产出：#G妖虎元神精魄、头衔令牌、珍兽内丹、新莽神符以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#扫荡券																											1	
30000198	3	0	0	198	扫荡券	15	扫荡券使用后可获得10万铜钱。	100000	50216	999	701005	1	-1	0	1	-1	6	-1	2	1	0	0	-1	-1	8	-1	1	1
#杀星拍卖行展示用																											1	
30000199	3	0	0	199	杀星拍卖商品	1	杀星活动可在拍卖行中产出：#G头衔令牌、稀有珍兽技能书、珍兽内丹以及宝石提升符#l。	1	50005	1	-1	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
#每日任务道具								1															-1	-1	8		1	
30000200	3	0	0	200	阳澄湖大闸蟹	1	“螯封嫩玉双双满，壳凸红脂块块香”。阳澄湖大闸蟹为“蟹中之王”，其色、香、味妙不胜言。#G苏州的张小泉处可以买到#l。	10	54103	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000201	3	0	0	201	碧螺春茶	1	碧螺春茶产于苏州东、西山，因色如碧、形似螺，又值春天之际，故而得名。#G苏州的张小泉处可以买到#l。	10	54102	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000202	3	0	0	202	昆石	1	“孤根立雪依琴荐，小朵生云润笔床”。昆石，因产于昆山而得名。主要出自于城外马鞍山。#G苏州的张小泉处可以买到#l。	10	54109	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000203	3	0	0	203	糖果蜜饯	1	选料讲究，制作精细，以松子、核桃、芝麻、瓜子仁为主，甜松糯韧、香软肥润、细腻酥脆。#G苏州的张小泉处可以买到#l。	10	54108	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000204	3	0	0	204	檀香折扇	1	运用刻花、拉花、烫花三种工艺，并饰以丝缨，显得雍容华贵，是一种高雅的艺术品。#G苏州的张小泉处可以买到#l。	10	54112	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000205	3	0	0	205	苏绣	1	苏绣是我国的四大名绣之一，它以针法精细、色彩雅致而著称。#G苏州的张小泉处可以买到#l。	10	54111	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000206	3	0	0	206	叫花鸡	1	用荷叶裹鸡，外层用泥巴糊严，置火上慢慢烤熟，食用甘美异常。#G聚贤庄的刘鑫达处可以买到#l。	10	54105	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000207	3	0	0	207	千年寒冰	1	由聚贤庄大雪凝结而成的寒冰，富豪人家常用此避热消暑。#G聚贤庄的刘鑫达处可以买到#l。	10	54110	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000208	3	0	0	208	烈酒	1	适当饮酒有利健康，但好酒也不可贪杯哦！#G聚贤庄的刘鑫达处可以买到#l。	10	54106	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000209	3	0	0	209	活血丹	1	活血化瘀，消肿止痛，行走江湖必备良药。#G聚贤庄的刘鑫达处可以买到#l。	10	54104	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000210	3	0	0	210	百炼铁盾	1	名家打造，坚韧异常，江湖侠客的最爱。每日任务道具。#G聚贤庄的刘鑫达处可以买到#l。	10	54101	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000211	3	0	0	211	孟尝字帖	1	孟尝君留下的字帖，文人骚客的最爱。每日任务道具。#G聚贤庄的刘鑫达处可以买到#l。	10	54107	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000212	3	0	0	212	翡翠白菜	1	以树脂为主要原料，通过模具浇注成型。#G天龙寺的张大泉处可以买到#l。	10	54121	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000213	3	0	0	213	雕梅	1	“小小青梅上指尖，巧手翻作玉菊兰；蜜糖浸渍味鲜美，疑是仙葩落人间。”#G天龙寺的张大泉处可以买到#l。	10	54116	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000214	3	0	0	214	剑川木雕	1	木雕主要用于建筑物装饰，以浮雕为多。#G天龙寺的张大泉处可以买到#l。	10	54117	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000215	3	0	0	215	扎染布	1	扎染布是大理白族特有的一种民间工艺产品，又称绞缬。#G天龙寺的张大泉处可以买到#l。	10	54126	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000216	3	0	0	216	苍山杜鹃花	1	“何须名苑看春风，一路山花不负侬。日日苍洱呈锦祥，清溪倒映映山红。”#G天龙寺的张大泉处可以买到#l。	10	54115	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000217	3	0	0	217	烤茶	1	烤茶有清心、明目、利尿的作用，还可消除生茶的寒性。#G天龙寺的张大泉处可以买到#l。	10	54118	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000218	3	0	0	218	太湖银鱼	1	长约七至十厘米，体长略圆，细嫩透明，色泽如银，因而得名。#G燕子坞的张大山处可以买到#l。	10	54124	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000219	3	0	0	219	麻酥糖	1	麻酥糖，江南地区传统小吃，用炒熟的芝麻研粉和糖加料制成。#G燕子坞的张大山处可以买到#l。	10	54120	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000220	3	0	0	220	缂丝	1	又称“刻丝”，常有“一寸缂丝一寸金”和“织中之圣”的盛名。#G燕子坞的张大山处可以买到#l。	10	54119	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000221	3	0	0	221	桃花坞年画	1	江南地区的民间木版年画，因曾集中在苏州城内桃花坞一带生产而得名。#G燕子坞的张大山处可以买到#l。	10	54125	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000222	3	0	0	222	太湖莼菜	1	太湖莼菜食用方便，可配荤炒，可素食、可氽汤，也可做馅，是做美味佳肴的上乘之品。#G燕子坞的张大山处可以买到#l。	10	54123	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000223	3	0	0	223	苏灯	1	苏灯是集绘画、剪纸、纸扎、编织及刺绣于一体的汉族传统手工艺品。#G燕子坞的张大山处可以买到#l。	10	54122	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000224	3	0	0	224	安神草	1	安宁心神之草，需要搭配天山雪莲达到最好的疗效。	10	54143	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000225	3	0	0	225	朱砂	1	味灵丹沙，气验青雘，可镇静安神。#G擂鼓山的锐峰处可以买到#l。	10	54169	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000226	3	0	0	226	上好的麻布	1	以亚麻制成的布料，具有透气清爽，柔软舒适，耐洗耐晒的特点。	10	54158	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000227	3	0	0	227	工笔画	1	“古画至唐初皆生绢，至吴生、周、韩斡，后来皆以热汤半熟，入粉捶如银板，故作人物，精彩入笔。”#G洛阳的张小山处可以买到#l。	10	54146	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000228	3	0	0	228	洛阳牡丹	1	“唯有牡丹真国色，花开时节动京城。”，#G洛阳的张小山处可以买到#l。	10	54153	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000229	3	0	0	229	杜康酒	1	“慨当以慷，忧思难忘；何以解忧？惟有杜康。”，#G洛阳的张小山处可以买到#l。	10	54144	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000230	3	0	0	230	唐三彩	1	陶瓷烧制工艺的珍品，因最早、最多出土于洛阳，亦有“#G洛阳唐三彩”之称。#G洛阳的张小山处可以买到#l。	10	54161	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000231	3	0	0	231	洛绣	1	洛绣绣工精细，图案秀丽，民间有“图必有意、意必吉祥”的说法。#G洛阳的张小山处可以买到#l。	10	54152	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000232	3	0	0	232	牡丹饼	1	牡丹饼又称“百花糕”、“牡丹糕”。具有酥、松、绵、软的特点。#G洛阳的张小山处可以买到#l。	10	54154	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000233	3	0	0	233	萤火虫	1	一种小型甲虫，因其尾部能发出荧光，故名为萤火虫。夜西湖的村民常将其捉入小笼中用于观赏。#G夜西湖的黄老石处可以买到#l。	10	54167	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000234	3	0	0	234	西湖龙井	1	“院外风荷西子笑，明前龙井女儿红。”具有色绿、香郁、味甘、形美的特点。#G夜西湖的黄老石处可以买到#l。	10	54165	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000235	3	0	0	235	西湖绸伞	1	伞面采用杭州丝绸，具有外型美观、选料讲究、设计精美的特点。#G夜西湖的黄老石处可以买到#l。	10	54163	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000236	3	0	0	236	西湖醋鱼	1	西湖醋鱼也称为叔嫂传珍，据传有叔嫂二人为兄、为夫报仇屡遭阻拦而体会到生活酸甜之味，创出的这道菜。#G夜西湖的黄老石处可以买到#l。	10	54164	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000237	3	0	0	237	糖桂花	1	把腌制过的桂花和白糖拌和在一起，即成了常见的糖桂花。#G夜西湖的黄老石处可以买到#l。	10	54162	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000238	3	0	0	238	杭白菊	1	杭白菊花瓣洁白如玉，花蕊黄如纯金，有很高药用价值和延年益寿的功效。#G夜西湖的黄老石处可以买到#l。	10	54147	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000239	3	0	0	239	碱水粑	1	以大米磨浆，掺以碱水，用特制粑筛猛火蒸熟。制法简单，价廉物美，可久储不坏。#G擂鼓山的锐峰处可以买到#l。	10	54149	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000240	3	0	0	240	三七	1	三七是以其根部入药，其性温，味辛，具有显著的活血化瘀、消肿定痛功效。#G擂鼓山的锐峰处可以买到#l。	10	54157	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000241	3	0	0	241	枇杷	1	又名卢桔、金丸，枇杷上市正值水果淡季，因此倍受人们欢迎，是初夏里最受人喜爱的水果。#G擂鼓山的锐峰处可以买到#l。	10	54155	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000242	3	0	0	242	泰和乌鸡	1	性情温顺，体躯短矮，骨骼纤细，头长且小，颈短，具有显著而独特的外貌特征与生物等特征。#G擂鼓山的锐峰处可以买到#l。	10	54160	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000243	3	0	0	243	四特酒	1	四特酒具有“亮似钻石透如晶，芬芳扑鼻迷逗人，柔和醇甘无杂味，滋身清神类灵芝”四大特色。#G擂鼓山的锐峰处可以买到#l。	10	54159	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000244	3	0	0	244	梨瓜	1	瓜色洁白，外形象梨。吃起来水灵、香甜。每只瓜重一至二斤。#G擂鼓山的锐峰处可以买到#l。	10	54151	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000245	3	0	0	245	玉枣	1	玉枣个大、皮薄、核小、肉厚、颜色好、干而不皱，是很好的食补品。#G缥缈峰的张大海处可以买到#l。	10	54168	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000246	3	0	0	246	伽师瓜	1	伽师瓜色、香、味俱全，品质优异、肉厚质细、甘甜清脆、含糖量适口。#G缥缈峰的张大海处可以买到#l。	10	54145	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000247	3	0	0	247	葡萄干	1	葡萄干生食，煎汤，熬膏，或浸酒服用均可。直接食用，酸甜可口，是居家必备之食品。#G缥缈峰的张大海处可以买到#l。	10	54156	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000248	3	0	0	248	烤全羊	1	烤全羊外表金黄油亮，外部肉焦黄发脆，内部肉绵软鲜嫩，羊肉味清香扑鼻，颇为适口，别具一格。#G缥缈峰的张大海处可以买到#l。	10	54150	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
30000249	3	0	0	249	和田玉	1	和田玉乃玉中极品，《史记·大宛列传》记载：“汉使穷河源，河源出于阗，其山多玉石”。#G缥缈峰的张大海处可以买到#l。	10	54148	999	-1	1	-1	0	1	-1	-1	-1	0	1	0	0	-1	1	8	-1	1	1
