int	string	string
575	安全	系统检测到少侠之前有不正当的游戏行为，例如使用外挂、尝试修改客户端等，目前被禁止参与该排行榜。#r剩余时间 ：{0}
576	安全	系统检测到少侠之前有不正当的游戏行为，例如使用外挂、尝试修改客户端等，目前被禁止参与该玩法。#r剩余时间 ：{0}
577	区域地图	传送
578	区域地图	活动NPC
579	区域地图	剧情NPC
580	区域地图	功能NPC
581	区域地图	怪物
582	区域地图	采集资源
583	活动参与链接	#aB[点击参加]#aE
584	登录	账号在其他设备登录，您已被强制下线。\n若非本人操作，请注意账号安全。
585	系统设置	前往官方网站了解游戏内容，或登录官方论坛与其他玩家交流心得#r如有问题请联系客服，或登录官方论坛寻求答案
586	登录	少侠您好，本服务器的注册已达到上限，请尝试新服或关注官网开服信息！
587	系统设置	该设置需要重启游戏后生效
588	系统设置	你当前的机型推荐使用低级画质模式，是否要切换到中级模式。（中级模式下可能会导致游戏运行卡顿）
589	系统设置	你当前的机型推荐使用低级画质模式，是否要切换到高级模式。（高级模式下可能会导致游戏运行卡顿）
590	系统设置	你当前的机型推荐使用中级画质模式，是否要切换到高级模式。（高级模式下可能会导致游戏运行卡顿）
591	区域地图	功能
592	区域地图	剧情
593	区域地图	怪物
594	登陆	获取服务器列表失败，请检查网络状况后重新操作！（594）
595	货币不足颜色	#cFF242C
596	货币正常颜色	#c653702
597	支付	操作频繁，请稍后再试。若仍无法消费元宝请重启游戏！
598	支付	当前授权不是最新，点击确定重新授权登录，点击取消可继续游戏但无法正常支付和消费。(598)
599	强踢	少侠，服务器需要临时修整，请您下线休息片刻再来闯荡江湖吧！
600	登录	唤醒游戏时，授权失败，请重新登录！(600)
#服务器等级		
601	加成BUFF名称	"服务器上限[81E301]{0}[-]级,先锋等级[81E301]{1}[-]级[81E301][81E301](加成)"
602	加成BUFF描述	等级远低于服务器先锋等级，获得[81E301]{0}%[-]经验加成
603	抑制BUFF名称	"服务器上限[81E301]{0}[-]级,先锋等级[81E301]{1}[-]级[81E301][FFFD34](抑制)"
604	抑制BUFF描述1	等级高于服务器上限等级，获得经验降为[81E301]{0}%[-]
605	抑制BUFF描述2	，[81E301]{0}[-]天后开启新上限
606	点击	点地移动
607	劫镖提示	无效目标，对方未处于运镖中
608	支付	授权失效！(608)
609	支付	续订中...
610	登录成功授权异常	"授权异常,请重新授权(610)"
611	登录	少侠，适才网络略有波动，点击确认重新获取信息。(611)
612	封停提示	{0}被封停，禁止参加此活动
613	科举优化	你已完成今日科举考试，请等待24点发榜
614	科举优化	已完成科举考试题目
615	科举优化	{0}/10
616	科举优化	还有未领取的答题礼包，确认要关闭界面么？
617	科举优化	科举放榜
618	科举优化	科举放榜
619	科举优化	科举放榜
620	科举优化	科举放榜
621	登录	正在登录
622	科举优化	恭喜您在科举考试中被钦点为#Y榜眼#l，请领取朝廷颁发的奖品。
623	科举优化	恭喜您在科举考试中被钦点为#Y探花#l，请领取朝廷颁发的奖品。
624	科举优化	恭喜您在科举考试中被钦点为#Y进士#l。
625	签到	当前签到奖励尚未领取，需要花费{0}(储备{1})[_元宝]补签后获得，是否确认补签？
626	帮贡不足	您的帮贡不足，点击确认查看如何获得帮贡。
627	苹果推荐	正在直播中，请勿重复点击！
628	登录	大侠，您的客户端版本与服务器不一致，点击“重新下载”可以获取最新客户端。
629	登录	重新下载
#630-669 燕王古墓		
630	系统文字	燕王古墓一层(25级)
631	系统文字	燕王古墓二层(45级)
632	系统文字	燕王古墓三层(60级)
633	系统文字	燕王古墓四层(75级)
634	醒目提示	进入燕王古墓一层需要至少25级，您的等级不满足，无法传送！
635	醒目提示	进入燕王古墓二层需要至少45级，您的等级不满足，无法传送！
636	醒目提示	进入燕王古墓三层需要至少60级，您的等级不满足，无法传送！
637	醒目提示	进入燕王古墓四层需要至少75级，您的等级不满足，无法传送！
638	任务目标	前往#Y苏州城#l拜见#Y赵天师#l
639	任务描述	天师得知你最近潜修苦学，甚是欣慰。特意召集你，想为你推荐一个绝佳的练功圣地。
640	任务追踪	与#Y赵天师#l交谈
641	任务对白	燕王古墓乃昔日大燕国皇陵，大燕的千秋大业早已荡然无存，墓穴却成了邪魔歪道的藏身之所，但对于你确实是个练功的绝佳场所。
642	任务目标	前往#Y聚贤庄#l拜见接引人#Y燕别秋#l
643	任务描述	#Y聚贤庄#l的燕别秋是燕王古墓的接引人，她已在那里等你，先去找她打听下燕王古墓的情况吧。
644	任务追踪	与#Y燕别秋#l交谈
645	任务对白	我早从天师那听闻您的大名，我来给你介绍下古墓。#G燕王古墓中的怪物比起野外的怪物都要强大很多，但是经验也更加丰厚。#l
646	任务目标	继续与#Y燕别秋#l交谈
647	任务描述	与燕别秋交谈，详细了解燕王古墓的情况。
648	任务追踪	与#Y燕别秋#l交谈
649	任务对白	古墓是#G山洞场景#l，在这狭小的山洞中聚集了大量怪物，稍有不慎便会引到。所以最好#G组队#l来山洞杀怪，这样能更高效的获取经验。
650	任务对白	你先去古墓入口附近击败#G10个江湖豪杰#l证明一下你的身手，不然我可不敢让你进去。
651	任务目标	击败#Y10个江湖豪杰#l
652	任务描述	燕别秋交代你前往#Y聚贤庄#l击败#G10个江湖豪杰#l。
653	任务追踪	与#Y燕别秋#l交谈
654	任务对白	果然如天师所言，少侠好功夫！你再去击败#G10个偷猎者#l，权当是熟悉练级环境。少侠可服下这颗#G天灵丹#l，它可#G大幅提升杀怪经验#l。
655	任务目标	击败#Y10个偷猎者#l
656	任务描述	古墓情况复杂，前往击败一些偷猎者，权当是熟悉一下这里的练级环境。
657	任务追踪	与#Y燕别秋#l交谈
658	任务对白	这都难不倒你！果然功夫了得。这#G燕王古墓往下还有3层#l，怪物也是一层比一层难，你以后可以常来这里修炼，但一定量力而行。
659	任务对白	燕王古墓中的怪物比起别处的都要强大很多，对你来说也是个更好的挑战。先去古墓入口附近的#G偷猎者#l身上取回#G20个偷猎者的武器#l吧。
660	支付	重取中...
661	支付	登录授权已失效，点击确定重新登录以获得更好的游戏体验，点击取消可以继续游戏但将影响部分游戏内容。(661)
662	登录 	网络异常，请重试。(662)
663	登录 	微信登录异常，点击确定重新登录。(663)
664	登录 	推荐服务器
665	无法订阅	您的AppleID已订阅了该礼包，请解除订阅并在订阅期结束后，再进行尝试。(665)
666	醒目提示	节日活动尚未开启，暂时无法使用。
667	功能按钮	燕王古墓五层(90级)
668	醒目提示	进入燕王古墓五层需要至少90级，您的等级不满足，无法传送！
669	大R代充	代充票据失效，请退出游戏重新登录后重试！
#670-领地争夺战		
670	活动慢报	宣战成功的帮会，其帮众可于#G20点#l参与领地争夺，望各英雄积极备战，争夺王城霸主！
671	活动快报	普天之下，莫非王土！领地争夺，重燃战火！究竟何人称霸王城，今日#G20点#l自见分晓！
672	活动开始	领地争夺战#G正式开始#l，群雄逐鹿，血沃大地，今晚各位英雄将见证王者的诞生！
673	活动公告	{0}帮会鸣笳擂鼓、浴血厮杀，最终力压群雄将洛阳城拿下，成为新一轮的洛阳城霸主！
674	活动名称	领地争夺战
675	宣战成功	恭喜贵帮宣战{0}成功，请大家积极做好备战准备，领地争夺烽烟再起，王城霸主即将诞生！
676	宣战失败	很遗憾，贵帮未能宣战成功，无法参与本周领地争夺战，还望各位加紧训练，争取在下一次领地争夺战中一展身手。
677	说明文字	#Y关于领地争夺战#l#r1、如何参加#r每周六20：36至下周五24：00帮主和副帮主可对领地宣战，宣战期可随时更换宣战目标。占领领地的帮会自动向下一级领地宣战；每周六0点后无法更改宣战目标；#r每个被宣战的领地中战力排名前两位的帮会可参与该领地的争夺。但如果帮会等级为1级且处于低维护状态，将丧失争夺资格。#r2、如何获胜#r在活动结束时占领战旗的帮会将获得最终的胜利。战旗默认归属于守方，对战旗造成伤害较多的帮会将获得其归属并在其先锋营地产生新的战旗。#r3、关于复活点#r活动开始，系统会给各方分配一个帮会大营作为复活点，帮会大营可直接传送至先锋营地和守备营地。#r4、关于攻城器#r可通过军需官购买攻城器，能力较弱的玩家可获得大幅提升，攻城器分为三种：#r凤鸾神弩：远程对敌造成大量伤害，并提供四种属性攻加成光环；#r龙头冲车：近程对敌造成范围控制，并提供四种属性抗加成光环；#r贪狼刀车：近程对敌造成大量伤害，提供移速和血量加成光环；#r5、关于积分#r在战场中击败和连续击败敌方帮会成员都可获得积分，另外攻占战旗也可以获得大量积分，积分是决定最终帮会分红的重要数据。
678	领地名称	聚贤庄
679	领地名称	擂鼓山
680	领地名称	燕子坞
681	领地名称	缥缈峰
682	领地名称	天龙寺
683	领地名称	夜西湖
684	领地名称	少室山
685	领地名称	玄武岛
686	领地名称	雁北郡
687	领地名称	敦煌郡
688	领地名称	南海郡
689	领地名称	龙泉郡
690	领地名称	洛阳
691	领地级别	野外
692	领地级别	郡府
693	领地级别	王城
694	宣战界面	领地级别：
695	宣战界面	占领帮会：
696	宣战界面	已宣战帮会数量：
697	宣战界面	剩余宣战时间：
698	宣战界面	宣战
699	宣战界面	防守方：
700	宣战界面	进攻方：
701	宣战界面	对抗：
702	宣战界面	争夺：
703	宣战界面	战斗倒计时：
704	主界面	占领领地：
705	主界面	宣战领地：
706	主界面	距争夺战还有：
707	宣战报名	当前时间非活动时间，无法进行宣战操作。
708	宣战报名	只有帮主和副帮主才能进行宣战操作。
709	宣战报名	军事阁等级达到2级才可进行宣战。
710	宣战报名	请不要对自己的领地宣战。
711	宣战报名	您的帮会已经占领王城，无法进行宣战。
712	宣战报名	您的帮会已经占领郡府，系统已自动帮您向王城宣战。
713	宣战报名	您的帮会已经占领野外，系统已自动帮您向下一级郡府宣战。
714	宣战报名	只有占领郡府的帮会才能对王城进行宣战。
715	宣战报名	您的帮会已宣战{0}，是否放弃对其的宣战？
716	宣战报名	恭喜您宣战成功！
717	宣战界面	无
718	加入战斗	炼金状态下不可参与领地争夺战活动。
719	加入战斗	当前非领地争夺战活动时间，无法参与活动。
720	加入战斗	很遗憾，您的帮会尚未参加领地争夺战。
721	加入战斗	您加入帮会不满24小时，无法参与领地争夺战活动，请{0}小时{1}分后再进行尝试。
722	加入战斗	领地争夺战异常凶险，帮会学徒不能参与该活动。
