INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
66	无量剑派弟子	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10028	1	1	-1	100	50	11134	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10018	0	0	0	0	0	0
67	段誉	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10007	1	1	-1	100	50	11002	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10009	0	0	0	0	0	0
68	钟灵	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10022	1	1	-1	100	50	11024	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10016	0	0	0	0	0	0
69	神农帮精英弟子	1	6	9	0	-1	3	-1	8	20	1	0.1	1	0	85	84	85	84	213	149	0	0	103	15	35	35	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10032	1	1	-1	100	50	11130	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
70	钟灵	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10022	1	1	-1	100	50	11024	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10016	0	0	0	0	0	0
71	角铜鹰	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10065	1	1	-1	100	50	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
72	高山白猿	1	3	7	0	-1	0	-1	9	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
73	白猿首领	1	3	7	0	-1	0	-1	9	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10069	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
74	恶猿	1	3	7	0	-1	0	-1	9	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10070	1	1	-1	100	50	11141	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
75	深谷白猿头目	1	3	7	0	-1	3	-1	8	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10071	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
76	初老实	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10007	1	1	-1	100	50	11002	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10009	0	0	0	0	0	0
77	族谱	1	5	8	0	-1	3	-1	8	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	140	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
78	水桶	1	5	8	0	-1	3	-1	8	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	139	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
79	高山白猿	1	3	7	0	-1	0	-1	9	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
80	高山白猿	1	3	7	0	-1	0	-1	9	20	1	0.1	1	0	52	51	52	51	119	125	0	0	63	10	28	28	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
81	段延庆	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10061	1	1	-1	100	50	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
82	段延庆	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10061	1	1	-1	100	50	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
83	CUBE	1	10	11	0	-1	0	-1	9	20	1	0.1	1	0	132	132	132	132	35999640	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10028	1	1	-1	100	50	11134	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10018	0	0	0	0	0	0
84	国华	1	10	11	0	-1	0	-1	9	20	1	0.1	1	0	132	132	132	132	35999640	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10028	1	1	-1	100	50	11134	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10018	0	0	0	0	0	0
85	虚竹	1	10	11	0	-1	0	-1	9	20	1	0.1	1	0	132	132	132	132	35999640	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10028	1	1	-1	100	50	11134	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10018	0	0	0	0	0	0
86	丐帮大师兄	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
87	峨嵋大师姐	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
88	逍遥大师兄	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
89	天山大师姐	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10068	1	1	-1	100	50	11038	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
90	无量玉璧舞剑动画	1	5	8	0	-1	3	-1	8	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10073	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
91	范纯仁	1	50	38	0	-1	3	-1	8	20	1	0.1	1	0	2276	1751	2276	1751	13615	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10134	1	1	-1	100	50	11534	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10145	0	0	0	0	0	0
92	渔夫	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10541	1	1	-1	100	50	11159	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10217	0	0	0	0	0	0
93	云芬芬	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10130	1	1	-1	100	50	11516	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10180	0	0	0	0	0	0
94	云渺渺	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10131	1	1	-1	100	50	11517	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10179	0	0	0	0	0	0
95	钱宏宇	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10139	1	1	-1	100	50	11509	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10214	0	0	0	0	0	0
96	帮派传送	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10142	1	1	-1	100	50	11518	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10178	0	0	0	0	0	0
97	比武大会指引人	1	90	185	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10006	1	1	-1	100	50	11023	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10014	0	0	0	0	0	0
98	比武大会指引人	1	90	185	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10006	1	1	-1	100	50	11023	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10014	0	0	0	0	0	0
99	比武大会指引人	1	90	185	0	-1	3	-1	8	20	1	0.1	1	0	13413	10318	13413	10318	63983	9500	0	0	18809	2687	266	266	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10006	1	1	-1	100	50	11023	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10014	0	0	0	0	0	0
100	无量剑派弟子	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10028	1	1	-1	100	50	11134	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10018	0	0	0	0	0	0
101	龚光杰	1	5	8	0	-1	3	-1	8	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10124	1	1	-1	100	50	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
102	伊天彩	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	118	1	1	-1	100	50	11047	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10124	0	0	0	0	0	0
103	仓库管理员	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10108	1	1	-1	100	50	11503	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	13	0	0	4000	-1	1	10110	0	0	0	0	0	0
104	狼	1	15	13	0	-1	0	-1	9	20	1	0.1	1	0	244	228	244	228	726	229	0	0	291	41	58	58	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10120	1	1	-1	100	50	11086	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
105	曼陀山庄侍女	1	25	18	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10116	1	1	-1	100	50	11087	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	0	0	0	0	0	0	0
106	平婆婆	1	25	18	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10115	1	1	-1	100	50	11016	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10114	0	0	0	0	0	0
107	瑞婆婆	1	25	18	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10115	1	1	-1	100	50	11016	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10114	0	0	0	0	0	0
108	张三	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10007	1	1	-1	100	50	11002	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10009	0	0	0	0	0	0
109	李四	1	10	11	0	-1	3	-1	8	20	1	0.1	1	0	132	132	132	132	360	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10007	1	1	-1	100	50	11002	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10009	0	0	0	0	0	0
#天龙寺						-1																																																																4000							0		
110	赵天师	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10018	1	1	-1	100	50	11028	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10019	0	0	0	0	0	0
111	木婉清	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10036	1	1	-1	100	50	11014	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10012	0	0	0	0	0	0
112	朱丹臣	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10024	1	1	-1	100	0	11025	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10015	0	0	0	0	0	0
113	段正明	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10091	1	1	-1	100	50	11057	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10101	0	0	0	0	0	0
114	本因	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10092	1	1	-1	100	50	11103	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10168	0	0	0	0	0	0
115	本相	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10093	1	1	-1	100	50	11054	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10155	0	0	0	0	0	0
116	枯荣大师	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10096	1	1	-1	100	50	11063	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10102	0	0	0	0	0	0
117	段誉	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10007	1	1	-1	100	50	11002	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10009	0	0	0	0	0	0
118	本观	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10102	1	1	-1	100	50	11053	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10103	0	0	0	0	0	0
119	古木	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10082	1	1	-1	100	50	11051	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10104	0	0	0	0	0	0
120	空然	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10100	1	1	-1	100	50	11192	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10105	0	0	0	0	0	0
121	空了	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10103	1	1	-1	100	50	11062	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10106	0	0	0	0	0	0
122	本参	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10093	1	1	-1	100	50	11052	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10107	0	0	0	0	0	0
123	鸠摩智	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10106	1	1	-1	100	50	11714	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10108	0	0	0	0	0	0
124	村民王二	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10001	1	1	-1	100	50	11078	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10137	0	0	0	0	0	0
125	四散的经书	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10161	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
126	水桶	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10542	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
127	受伤村民	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10448	1	1	-1	100	50	11078	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10137	0	0	0	0	0	0
128	受伤村民	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10449	1	1	-1	100	50	11078	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10137	0	0	0	0	0	0
129	受伤弟子	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10447	1	1	-1	100	50	11127	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10105	0	0	0	0	0	0
130	六脉神剑剑谱	1	30	20	0	-1	3	-1	8	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10173	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
131	吐蕃低级番僧	1	30	20	0	-1	0	-1	9	20	1	0.1	1	0	835	696	835	696	3009	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10089	1	1	-1	100	50	11090	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	1	1	0	0
132	禄东赞BOSS	1	30	31	0	-1	0	-1	9	20	1	0.1	1	0	1252	835	1252	835	9027	400	0	0	770	110	96	96	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50014	1	1	-1	100	50	11735	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	2	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
133	武林败类	1	31	21	0	-1	0	-1	9	20	1	0.1	1	0	919	755	919	755	3380	440	0	0	846	120	98	98	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10573	1	1	-1	100	50	11518	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	1	1	0	0
134	墨虎	1	35	24	0	-1	0	-1	9	20	1	0.1	1	0	1276	1009	1276	1009	4965	611	0	0	1168	166	108	108	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10303	1	1	-1	100	50	11754	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	0	10001	0	0	1	1	0	0
135	吐蕃传教番僧	1	31	21	0	-1	0	-1	9	20	1	0.1	1	0	919	755	919	755	3380	440	0	0	846	120	98	98	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10090	1	1	-1	100	50	11090	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
136	吐蕃高级番僧	1	31	21	0	-1	0	-1	9	20	1	0.1	1	0	919	755	919	755	3380	440	0	0	846	120	98	98	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10094	1	1	-1	100	50	11718	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
137	吐蕃BOSS	1	31	32	0	-1	0	-1	9	20	1	0.1	1	0	1378	906	1378	906	10140	440	0	0	846	120	98	98	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10094	1	1	-1	100	50	11718	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	0	0	2	2	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
138	本相	1	31	21	0	-1	0	-1	9	20	1	0.1	1	0	919	755	919	755	3380	440	0	0	846	120	98	98	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10093	1	1	-1	100	50	11054	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	10	1	0	2	1	0	0	0	4000	-1	0	10155	0	0	0	0	0	0
